"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CD1D",-0.202976424017094,3.25101369301754,-0.873638167982134,0.385767688929105,0.51481210168592,-6.37796499509043
"IL1A",-0.19026475215812,2.41725280449123,-0.869831758891462,0.387828155215397,0.516647401117331,-6.38125160529847
"CCL15",-0.249478359303419,2.16991067557895,-0.866055633268044,0.389879007515397,0.518463442092786,-6.38449824142071
"KIR3DL3",-0.259365587021367,3.55459635085965,-0.8639811037926,0.391008576864142,0.519050117879512,-6.38627601721346
"ST6GAL1",-0.262084517542734,7.40292397363158,-0.852185670743404,0.397469764464624,0.526699828482121,-6.39630509528689
"ENG",-0.166440488786325,7.37495564587719,-0.84813948309496,0.399701260537103,0.52855993955927,-6.39971437819335
"Steap-1",0.271368125487179,5.73349063036842,0.847100521009514,0.40027549799515,0.52855993955927,-6.40058724297679
"DMBT1",-0.216019005632478,3.62189986331579,-0.843490769385941,0.402274565682653,0.53027101839986,-6.40361178955947
"TPTE",-0.205477960675214,3.65585198517544,-0.837715881461105,0.405485412296366,0.533570682149145,-6.40842423473182
"TBK1",-0.118392937692308,6.88905965654386,-0.832273003183779,0.408525984825481,0.53610939995728,-6.41293043908117
"MAGEC1",-0.238752378055556,2.97310960219298,-0.830725486101077,0.409393013520762,0.53610939995728,-6.4142064015426
"TNFRSF12A",-0.200936690905983,5.76246561392982,-0.830449489058528,0.409547764423599,0.53610939995728,-6.41443372345236
"TMEFF2",-0.20019674048718,3.2988385568421,-0.827941890853811,0.410955402024184,0.53619096948565,-6.4164956968731
"CCL1",-0.213413505551282,2.24075221678947,-0.827804992044813,0.411032334698548,0.53619096948565,-6.41660809199364
"IL1RAPL2",-0.194726933871795,3.42117947491228,-0.824310032652514,0.412999354724879,0.537826448121863,-6.41947133246684
"LGALS3",0.213937492589744,8.33820791259649,0.799081137890383,0.42736735563318,0.555577562323134,-6.43978857774293
"MAGEC2",-0.269854295414529,3.54466791110526,-0.795381505472397,0.429499137911051,0.557387865722776,-6.4427159963792
"TXK",-0.189397156576923,2.84880838535088,-0.79346482207856,0.430606044812713,0.557864188640525,-6.44422738572396
"TRAF6",-0.124016690384615,5.93218178733333,-0.785280795488946,0.435351466722457,0.563044607047568,-6.4506406732246
"SPANXB1",-0.248268330965812,1.72844006317544,-0.782327244903989,0.437071618641973,0.564301370643917,-6.45293918408321
"CD59",-0.182509246675214,10.350265695614,-0.777163286013572,0.440088733462283,0.566146727421488,-6.45693748817946
"MS4A2",-0.187093837666667,3.80319616147368,-0.776696600910696,0.440362002840815,0.566146727421488,-6.45729755050889
"SMAD3",0.156636433192308,7.23480775077193,0.776028327443684,0.440753486732644,0.566146727421488,-6.4578127755723
"SPINK5",-0.274206127961538,3.80337650129824,-0.77421969090931,0.441814036158006,0.566543849086967,-6.45920501698247
"ALCAM",0.330390079145299,6.5604269622807,0.770838635526903,0.443800632403162,0.566989279938356,-6.4617991253788
"F2RL1",0.222442755106838,4.26893245384211,0.76902353454895,0.444869279088528,0.566989279938356,-6.46318716690503
"CD207",-0.277753698559829,4.20585708933333,-0.768978009458307,0.444896101458964,0.566989279938356,-6.46322193954964
"ATM",-0.163064150679487,3.82820469319298,-0.768514402783842,0.445169302020566,0.566989279938356,-6.46357593331235
"PRKCE",0.170319077504273,4.3159574005614,0.762761244417716,0.448567750158245,0.569717425626944,-6.46795142569875
"PRM1",-0.22193496584188,2.07108100284211,-0.76233104047849,0.448822481196824,0.569717425626944,-6.46827731628124
"PASD1",-0.210655929435897,3.21033794468421,-0.751834005812074,0.455063976901998,0.576256094212715,-6.47617319995287
"REPS1",0.151763065290598,7.00237397733333,0.751100193620073,0.455502164656205,0.576256094212715,-6.47672115759098
"CFI",-0.254918670632478,5.86467338691228,-0.747036589223443,0.457933102154503,0.57836107039279,-6.47974605659659
"FN1",-0.289291952029914,11.4121012717018,-0.743695021441461,0.459937679906186,0.579921422490409,-6.48222141216603
"CCL14",0.244485406111111,4.6924102767193,0.740417551241506,0.461908686804498,0.580848124891906,-6.48463870304242
"LTBR",-0.144733987606837,8.48591737461404,-0.73991164009584,0.462213361982949,0.580848124891906,-6.4850109027998
"TNFSF18",-0.201616165534188,2.38295302412281,-0.735214229951477,0.465047768733361,0.583219350194906,-6.48845486800131
"NCAM1",-0.284322990094017,4.00670674480702,-0.734222765819321,0.465647279598585,0.583219350194906,-6.48917901941214
"CMA1",-0.228597189700854,2.79413995236842,-0.725722882662907,0.470804946196262,0.58870137550909,-6.49534782389378
"CD200",-0.181183839128205,5.45654062859649,-0.720549370129888,0.473959951537173,0.591665237514948,-6.499067957993
"MME",-0.238979824444444,5.07971733435088,-0.714374265459111,0.477741310024405,0.59539991365025,-6.5034740650488
"SYT17",-0.21733289992735,3.40371232412281,-0.682106871105234,0.497772908247508,0.617965025019078,-6.52589095181882
"TIRAP",0.116356423747864,5.14340837478948,0.68125798615068,0.498306014869495,0.617965025019078,-6.52646692719007
"GTF3C1",0.0933885979444442,7.93123313452631,0.679149583645948,0.499631454196885,0.618491460837389,-6.52789444016908
"BCL2L1",0.1025894996453,8.2161215118421,0.67797437628576,0.500371075743776,0.618491460837389,-6.52868823382219
"CREB5",-0.15288910531624,5.14676496910526,-0.675493854582713,0.501934154083889,0.619408105039693,-6.53035925734247
"MFGE8",0.245791104239317,9.49573725298246,0.664492109126945,0.508898610397458,0.626976392548502,-6.53769794838627
"MAGEA3",-0.429285317594017,4.48019468536842,-0.653640111519726,0.51581879533736,0.634465532927194,-6.54482041194285
"ELK1",-0.114790227508547,6.15678721236842,-0.652004170439162,0.516866339108807,0.634718598840457,-6.54588409790978
"PMCH",-0.18701970907265,2.60108813996491,-0.642869305103834,0.522736375514167,0.640018889967317,-6.55177525751403
"ILF3",0.0998452125384612,9.49821407591228,0.64264624012376,0.522880154137755,0.640018889967317,-6.55191808893704
"SERPINE1 (PAI-1)",-0.19974063358547,7.47134959875438,-0.625609475925508,0.533922543407938,0.652475847211645,-6.56268244422808
"IFNA7",-0.158314520217948,3.43949158836842,-0.619917010589697,0.53763885062916,0.655954196398684,-6.56621550465917
"CTAG1B",-0.257271693589744,3.42704264154386,-0.61675181858222,0.539710981294063,0.657418545873544,-6.56816620662425
"BAX",-0.0865485734572646,8.07236349238597,-0.614005880072124,0.541511956574113,0.658548411704647,-6.56985053653076
"SBNO2",-0.107736240444445,7.13929085166667,-0.606681160931483,0.546331005729154,0.663339095522998,-6.57430713602594
"IL26",-0.166638146991453,3.49945458136842,-0.602956965706766,0.548789539018733,0.664210077008927,-6.57655280001793
"IRF3",-0.0977343891239317,6.41996383354386,-0.601464431898365,0.549776406322547,0.664210077008927,-6.57744895325775
"CT45A1",-0.228690510410256,2.83467131949123,-0.60038060975179,0.550493593783477,0.664210077008927,-6.57809833090789
"CCL28",-0.309668221286325,3.70769777294737,-0.600262144282295,0.550572013435781,0.664210077008927,-6.57816923995421
"CD99",-0.146890647470086,10.1071983081053,-0.591597633087886,0.556322824649406,0.670075734481872,-6.58331800553016
"C4B",-0.323535819619658,8.30226874536842,-0.58784450331679,0.558823140527567,0.671688077924991,-6.58552528548819
"IFNA1",0.143461877666666,1.81037013184211,0.586915170164118,0.559443120605961,0.671688077924991,-6.58606969737856
"PSEN2",0.109109270910257,6.12651698549123,0.584564228149535,0.561013015137158,0.672502088097642,-6.58744309918266
"HLA-DRB4",-0.396113811286325,5.74425993624561,-0.579933094555273,0.564111937379546,0.675143493308219,-6.59013262853926
"PRG2",0.178564486123931,3.62239324991228,0.57518764360457,0.567296094283717,0.677878375736802,-6.59286660430331
"NOS2A",-0.142753938260684,2.33048546517544,-0.573150986430588,0.568665375084625,0.678435734237851,-6.59403316130481
"IFNAR1",0.0958113515683761,5.62540150210526,0.571818514035486,0.569562095189072,0.678435734237851,-6.59479416044581
"ARG2",-0.133306925226495,4.39424706652632,-0.56646835808322,0.573169561580441,0.681655913930052,-6.59783209020244
"NOTCH1",-0.126259576991453,7.26305025607017,-0.562541325033106,0.575824504430978,0.682726385952654,-6.60004396137466
"TNFRSF10C",0.135185794149573,3.36696069224561,0.562458428826417,0.575880612023724,0.682726385952654,-6.60009048794687
"VEGFA",-0.182012182358974,8.94215646875439,-0.559256112497614,0.578050095149597,0.684222561605646,-6.60188263596844
"EGLN3 (HIF3)",0.202792394935897,7.34802807489474,0.549477923143334,0.584698829118382,0.690210022626766,-6.60729223793732
"DUSP4",0.19929516148718,6.02355188066667,0.548458350993541,0.585394186290732,0.690210022626766,-6.60785085968522
"CSPG4",-0.215856809059829,6.62344088649123,-0.547783493991369,0.585854661115557,0.690210022626766,-6.60822004770499
"MCAM",-0.138508546692308,6.08223137496491,-0.542175872328135,0.589687553780253,0.693641833931842,-6.61127035265356
"ITGB4",0.213544266517094,8.64337836140351,0.538944466059603,0.591901635450012,0.694172029302134,-6.61301398368454
"ITGA6",0.211924226594017,7.16395613210526,0.538830789199625,0.591979595280201,0.694172029302134,-6.61307513451304
"ZNF205",-0.0745299232008545,5.10272977703509,-0.525572374035628,0.601105196033275,0.703778443802933,-6.62011965331934
"ITGB1",-0.108584082649572,10.6732661328947,-0.513457297315336,0.609500340722479,0.711784475095089,-6.62640463881844
"C8B",0.137346383247863,2.25663572805263,0.512981315010986,0.609831261155739,0.711784475095089,-6.6266486003019
"IL1R1",-0.127858490764957,6.48748663531579,-0.510471500996477,0.611577527690693,0.712719406304145,-6.62793127907065
"CHUK",0.0751280081837606,7.05882143603509,0.508043168288045,0.613269258450765,0.713587995172649,-6.62916637947858
"LAMP2",0.11105343741453,8.54817965685965,0.501685038571824,0.61770872969018,0.717478404909009,-6.63237259598358
"GPI",0.0969757857564103,9.10678160842105,0.500531282197245,0.61851586630087,0.717478404909009,-6.63295010926709
"IL19",-0.141466597376068,2.67565013582456,-0.497990146832287,0.62029523902847,0.718437189289503,-6.63421742536901
"IL13",-0.12828660582906,3.80724727564912,-0.493194723795078,0.623659332831546,0.721225670176358,-6.63659157311393
"IL5",-0.142586113517094,1.78677981305263,-0.485912738465544,0.628783207083083,0.725549520596944,-6.64015320744041
"SSX4",0.142073244948718,1.87306253296491,0.485147407709799,0.629322793727323,0.725549520596944,-6.64052448009771
"AMBP",-0.131366642918804,3.09431170761404,-0.47768835537304,0.634592291664969,0.72960101331412,-6.64411256102623
"CCR9",0.132642274931624,1.73524930536842,0.47743412076652,0.634772234395309,0.72960101331412,-6.6442338850976
"LTK",-0.127842751,3.1212219212807,-0.474908420280373,0.636561080261026,0.730543461973841,-6.64543570077578
"UBC",0.0710830849572651,12.4873930794737,0.466400846025303,0.642602577741417,0.736356145314633,-6.64943734637668
"IFNL1",-0.117914649735043,5.42194746666667,-0.463133950322594,0.644928987465864,0.73790054104592,-6.65095489096224
"PTGDR2",-0.119768096380342,2.29377660764912,-0.45121372430124,0.653447690028791,0.74542668412471,-6.65640226085055
"SEMG1",-0.131233822495727,2.97526911264912,-0.451162866552879,0.653484135552299,0.74542668412471,-6.65642519990978
"NRP1",-0.10286677591453,8.110237077,-0.446154706597553,0.657077205292226,0.748393070680269,-6.65867151907677
"STAT5B",0.0831960468162392,6.55185902729825,0.437562279529323,0.663260713608744,0.754296497829552,-6.6624674643487
"TAL1",0.114456073576923,3.42008563049123,0.433087005352403,0.666490699529568,0.75592000498307,-6.66441549329306
"IFNB1",0.114389987525641,2.59673961892982,0.43280648685329,0.666693373095148,0.75592000498307,-6.6645369365734
"IL17A",-0.145371195884615,2.3470643062807,-0.427815279446195,0.670303658828217,0.758872310445158,-6.66668467750672
"MIF",0.0798391111367518,10.7383906708596,0.420417048726083,0.675669381249036,0.7633470858436,-6.66982261975648
"EP300",0.0468396462735047,7.98747858319298,0.419575276100907,0.676280972604145,0.7633470858436,-6.67017620788339
"THBS1",0.138554772166666,9.21925466357895,0.414664462020365,0.679853286632547,0.766232254291391,-6.67222495960686
"CAMP",-0.161091660508547,2.68359289521053,-0.412753895111671,0.681245104512436,0.76665493851101,-6.6730155525721
"TXNIP",-0.108313864564103,10.5906537779474,-0.409349835817072,0.68372766347805,0.768302024236139,-6.67441515648958
"IRAK4",-0.0635941806666658,6.13499994715789,-0.40583226656064,0.686296690971595,0.76996727252139,-6.6758493218944
"RORA",-0.0739011846495726,6.591795438,-0.404525596925091,0.687251955446811,0.76996727252139,-6.67637893512988
"IL1RL2",-0.114767351059829,3.30389472289474,-0.402308904882601,0.68887367864103,0.770639100438186,-6.6772735092381
"C6",0.0902694612521367,3.43692714301754,0.395786162440365,0.693654174886803,0.774837404243926,-6.67987748363763
"F13A1",-0.145580524230769,6.79459526810527,-0.394152380492502,0.694853537151774,0.775028945284671,-6.68052308256422
"C5",-0.0773244444658119,4.18913293845614,-0.38249894514459,0.703430903848064,0.78279047804445,-6.68505094215193
"CD9",0.100120356388888,9.68040715698246,0.381293820039796,0.704320155362632,0.78279047804445,-6.68551147086724
"MAPK1",-0.0621806449829051,7.5960452787193,-0.380472140055619,0.704926703703158,0.78279047804445,-6.68582463997687
"CSF3",0.109169461867521,1.96645825564912,0.371880813413514,0.71128010723381,0.788684118903371,-6.68905880528988
"CEACAM8",-0.10576462817094,2.82342707701754,-0.369197509170149,0.713268692448929,0.789727744649768,-6.69005385557462
"IFNA8",0.0912543431837607,1.94712326321053,0.359134549120948,0.720744012825997,0.796637017882227,-6.69372160759417
"C7",0.16662524908547,3.67476159273684,0.357852068546342,0.721698696227122,0.796637017882227,-6.69418179692875
"KIR3DL2",-0.0912766628076922,2.35343463,-0.356536229201592,0.722678674047007,0.796637017882227,-6.69465225253427
"FAP",-0.10168077941453,7.48376406654386,-0.352696607789406,0.725540912060297,0.79862459517294,-6.69601517758233
"ROR1",-0.0748804535683762,4.57628831949123,-0.34012555753841,0.734939307812876,0.806998117997511,-6.7003746058515
"IL17B",0.137907658149572,2.85670962324561,0.339659233469504,0.735288736159536,0.806998117997511,-6.70053328805282
"ATG10",0.0562764789658118,4.90811411459649,0.333784133155988,0.739695884725183,0.809624024943749,-6.70251390645238
"IL11",-0.0991379044017089,3.60307167119298,-0.333260102168266,0.740089409802535,0.809624024943749,-6.70268889582272
"IL1RL1",-0.0842597578205127,3.89805126557895,-0.332177495516413,0.740902622296004,0.809624024943749,-6.70304954253045
"NEFL",-0.0719931686666667,2.48223044682456,-0.32810412582315,0.743965033076403,0.81179397241622,-6.70439602081318
"DUSP6",0.0840237265341877,6.99845034178947,0.32497350204569,0.746321502416359,0.813188457835165,-6.70541961822008
"FEZ1",0.0723246508547006,4.84597988068421,0.318586829704293,0.751136375607559,0.817253718915006,-6.70747749669008
"KIR3DL1",0.0872342681153848,2.54021859,0.308966596845812,0.758407739384783,0.823391416973497,-6.71050043251917
"ARG1",0.0853912686794872,2.03841616994737,0.308235042348067,0.75896158461085,0.823391416973497,-6.71072652698818
"CLU",-0.0855146340042736,2.56846904001754,-0.296808268343034,0.76762884811017,0.830718228977387,-6.71418873383858
"RhoC",-0.0652157462692304,3.38458291257895,-0.296426984224752,0.767918575062651,0.830718228977387,-6.7143020115551
"ATF2",-0.03362154958547,6.99504677319298,-0.292812588184754,0.770666697381383,0.832496690294502,-6.71536861998682
"MR1",-0.0557553129444445,4.33593922173684,-0.287494112153465,0.774715839162818,0.835673451686359,-6.71691437651999
"CD34",-0.0680466839529918,4.62923556938597,-0.282124150486156,0.778810559850855,0.838890231610778,-6.71844642917852
"THY1",-0.0764976035427342,8.78616497252631,-0.279441371507439,0.780858608958862,0.839896421048477,-6.71920103561122
"LRRN3",0.07375556041453,3.13861154757895,0.277833657810688,0.782086695071715,0.840019042854806,-6.71964980392768
"ATF1",0.0349467140000001,5.95608698908772,0.275217291780123,0.784086451152526,0.840968967523478,-6.72037460034989
"CD24",0.100328341538462,11.6644243899649,0.267447012165606,0.790034047949413,0.845604920729894,-6.72248682864913
"GATA3",-0.114430545504273,4.30074092554386,-0.266640872246368,0.790651815801824,0.845604920729894,-6.72270251018999
"RAG1",0.0638766241196579,2.86311245694737,0.264572400128857,0.792237560538916,0.846100737459409,-6.72325295523139
"CCL24",0.0691176372264958,1.36249947033333,0.249946263955963,0.803475118554912,0.856888598854885,-6.72702309481355
"ITGA2",0.0815439565384612,5.93238113124562,0.240378232270532,0.81084918775354,0.862371392415917,-6.72937368669761
"CFD",0.074457600111111,5.20585676535088,0.240307710308005,0.81090360374388,0.862371392415917,-6.7293906720282
"IFNA17",0.0611904854444445,2.22088461885965,0.23566068642776,0.814491381148746,0.864966903360781,-6.73049895170338
"FOXJ1",-0.0761792267863246,3.22078080529825,-0.230390059576875,0.818565445033014,0.868070809500552,-6.73172981203344
"HRAS",0.0373827094102563,5.3660248797193,0.222153820471254,0.824941879442308,0.872812052776393,-6.73359759062424
"MAPK3",0.0355867442136752,7.54406296678948,0.221089102508358,0.825767050681162,0.872812052776393,-6.73383408857962
"MNX1",-0.0883555056153843,3.68190801233333,-0.220131949405855,0.826509026103905,0.872812052776393,-6.7340457257194
"THBD",-0.062637080982906,5.69636032970176,-0.216713807830917,0.829160026561234,0.874386937100937,-6.7347940319671
"IL13RA2",0.056060654517094,2.29833019045614,0.194698943052246,0.846280552451533,0.889389857171415,-6.73933337797517
"CD63",0.044841310119659,11.4635854594912,0.194447669834109,0.846476409320826,0.889389857171415,-6.73938238882392
"NFATC1",-0.0489045160854702,6.03880186291228,-0.193179284105602,0.847465210613607,0.889389857171415,-6.73962882259499
"HMGB1",0.0347851859102562,8.22132810847369,0.191185831033044,0.849019752850566,0.889389857171415,-6.74001287408744
"C8A",0.0487563508675213,2.27205363878947,0.190846098934407,0.849284744248566,0.889389857171415,-6.74007792883186
"MEF2C",0.0409288827478628,6.25203636231579,0.175987771279361,0.860890913759404,0.899348041115415,-6.74281006511359
"CD276",0.0353895548632483,9.07773543392982,0.174992526618861,0.861669452775981,0.899348041115415,-6.74298516935303
"MAPK11",0.0402118970982902,4.607080625,0.173265786325856,0.863020537216235,0.899348041115415,-6.74328661987121
"F12",-0.0497774023376064,4.48121043292982,-0.172570137462371,0.863564962556446,0.899348041115415,-6.7434072208303
"CTCFL",-0.0461978783504271,2.89751020610526,-0.170664951763674,0.865056328966356,0.899658582125011,-6.74373503129977
"CX3CL1",0.055098174188034,6.76283227101754,0.158728179553235,0.874411355333834,0.907837605702106,-6.74570614615389
"EPCAM",0.0544086434529918,8.71654502331579,0.15755876734281,0.875328832023118,0.907837605702106,-6.74589157402225
"TAB1",-0.0225782628119656,7.23269994485965,-0.15476056766709,0.877524888859181,0.908865063461294,-6.74632970928099
"MPPED1",0.0441923432649572,2.25277571066667,0.148127911793007,0.882734097306235,0.913006185691222,-6.74733689909335
"IL25",-0.03591341167094,2.20570562624561,-0.145523923316998,0.884780673639949,0.913869353321263,-6.74772027335947
"KIR_Activating_Subgroup_1",-0.0449639406880342,2.03287629224561,-0.140404880815724,0.888806214116825,0.916771389116397,-6.74845412102886
"PSMB7",-0.0204200563376068,8.28047630410526,-0.136913742576139,0.891553287710561,0.918119017549233,-6.74893953714699
"CD164",0.0273982662350432,8.42848983222807,0.135649944999714,0.892548063479559,0.918119017549233,-6.74911224750901
"PRAME",-0.0908972610726499,6.01094087022807,-0.131264642127274,0.8960012105865,0.920415412509838,-6.74969912882931
"IGLL1",-0.0332512422307692,3.27810498694737,-0.125740241707465,0.900354192444368,0.923628654561978,-6.75041102117144
"ATG12",-0.0224607020341883,3.27182982331579,-0.117052887475565,0.907205607708328,0.929392701375108,-6.7514686287165
"HTR2B",-0.0314604974102563,4.35296054682456,-0.114262760857393,0.909407611759168,0.930384449479528,-6.75179225184504
"STAT3",-0.019655712162393,10.2433857960526,-0.10922203380467,0.913387616191656,0.933190057735107,-6.75235713448268
"CTSG",-0.0342940669358975,3.03211402942105,-0.100207548291989,0.92051066652771,0.938680011078729,-6.75330382273695
"MBL2",-0.0300740490811965,2.02106923022807,-0.0987124756423935,0.921692688596198,0.938680011078729,-6.75345295676826
"ITGB3",0.0385764706752141,4.25334767180702,0.0976967014694419,0.922495872956682,0.938680011078729,-6.75355300207177
"IL2",0.0207571821794873,1.86609559278947,0.0801448546951245,0.936386399462858,0.951530114818053,-6.75511833204062
"NUP107",0.00777977324786321,7.07388727080702,0.0663219325408835,0.947340060854334,0.961365283827951,-6.75613366281278
"MASP1",0.0189583929059831,3.39560230445614,0.0604015737369049,0.952034761972509,0.964830928128053,-6.75650991915018
"C4BPA",-0.0151477487179487,1.97290667512281,-0.0484855606732398,0.961488875688766,0.973104177542724,-6.75716063831212
"CCL16",0.012037467568376,2.36282988736842,0.0452640470675239,0.96404582134524,0.974384114335537,-6.75731210645421
"PMP22",0.00995339341025638,7.99316406678947,0.0390578384585139,0.968972792506948,0.978052858835661,-6.75757456550105
"GAGE1",-0.00817967570085466,2.86199758477193,-0.0352161610065848,0.972023235555386,0.979820213380697,-6.75771767073442
"TPSAB1",0.0145755582094017,6.99206047436842,0.0289999093289471,0.976960052658195,0.983481815359519,-6.75791787466983
"USP9Y",-0.00690818713675217,2.23236562757895,-0.0241075469573931,0.980846110455472,0.986077289711235,-6.75804818438862
"MAGEA1",-0.00758161427777786,2.07866080735088,-0.0215541598512932,0.982874485232942,0.986800748156642,-6.75810665974268
"CDH5",0.00285684707692311,5.27316486049123,0.013499431448556,0.989273728472035,0.990672353214891,-6.75824826811393
"PNMA1",0.00212045348717905,6.23021819340351,0.0133927817796501,0.989358464152272,0.990672353214891,-6.75824970655675
"C1QBP",-0.00142123939743606,8.43968464945614,-0.00904825114931617,0.992810389881928,0.992810389881928,-6.75829860472782
